qN	qID	type	question	DRS-question	DRS-Ont-question	SPARQL-question	Result-question	template-id	SPARQL
81	Q0136	MULTI_FACT	"What are the publications written by the authors C. Raymundo Ibañez and D. Vásquez Zúñiga in collaboration?" 	DEntity(X2, publication, publications, NOUN, the, 4, null),  DEntity(X3, write, written, VERB, null, 5, null),  DEntity(X4, author, authors, NOUN, the, 8, null),  DEntity(X6, D. Vásquez Zúñiga, D., PROPN, null, 13, null),  DEntity(X7, collaboration, collaboration, NOUN, null, 17, null)],  dConditions=[ DCondition(X2, has_text, publication, propriedades= [] --- []),  DCondition(X3, has_text, write, propriedades= [] --- []),  DCondition(X4, has_text, author, propriedades= [] --- []),  DCondition(X4, has_name, C. Raymundo Ibañez, propriedades= [] --- []),  DCondition(X6, has_name, D. Vásquez Zúñiga, propriedades= [] --- []),  DCondition(X7, has_text, collaboration, propriedades= [] --- []),  DCondition(X2, what, true, propriedades= [] --- []),  DCondition(X3, nsubj:pass, X2, propriedades= [] --- []),  DCondition(X3, obl_by, X4, propriedades= [] --- []),  DCondition(X3, obl_by, X6, propriedades= [] --- []),  DCondition(X3, obl_in, X7, propriedades= [] --- [])	dEntities=[ DEntity(X1, publication, publications, NOUN, the, null, Document),  DEntity(X2, write, written, VERB, null, null, Create),  DEntity(X3, author, authors, NOUN, the, null, Person),  DEntity(X4, D. Vásquez Zúñiga, D., PROPN, null, null, Person),  DEntity(X5, collaboration, collaboration, NOUN, null, null, ConceptDocument),  DEntity(X6, null, null, null, null, null, Query),  DEntity(X7, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, publication, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, write, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_text, author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, C. Raymundo Ibañez, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, D. Vásquez Zúñiga, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, has_text, collaboration, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, what, true, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, nsubj:pass, X1, propriedades= [create_what] --- []),  DCondition(X2, obl_by, X3, propriedades= [who_create] --- []),  DCondition(X2, obl_by, X4, propriedades= [who_create] --- []),  DCondition(X2, obl_in, X5, propriedades= [create_in] --- []),  DCondition(X6, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X7, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X7, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, obj, X1, propriedades= [select] --- []),  DCondition(X6, subj, X7, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 24  numEntitiesNOk = 0  numClassesOk = 2]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"C. Raymundo Ibañez”,"i")). ?person2 dblp:creatorName ?personName2 . filter (regex(?personName1,"D. Vásquez Zúñiga","i")). ?document1 dblp:authoredBy ?person1 . ?document1 dblp:authoredBy ?person2 . } 	4	TC12	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/150/7836> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/270/7018> }" }
82	Q0115	MULTI_FACT	"Which papers did the authors Jess Rowland and Adrian Freed co-write?"	dEntities=[ DEntity(X1, paper, papers, NOUN, which, 2, null),  DEntity(X2, author, authors, NOUN, the, 5, null),  DEntity(X3, Adrian Freed, Adrian, PROPN, null, 9, null),  DEntity(X4, co-write, co-write, VERB, null, 11, null)],  dConditions=[ DCondition(X1, has_text, paper, propriedades= [] --- []),  DCondition(X2, has_text, author, propriedades= [] --- []),  DCondition(X2, has_name, Jess Rowland, propriedades= [] --- []),  DCondition(X3, has_name, Adrian Freed, propriedades= [] --- []),  DCondition(X4, has_text, co-write, propriedades= [] --- []),  DCondition(X4, obj, X1, propriedades= [] --- []),  DCondition(X4, subj, X2, propriedades= [] --- []),  DCondition(X4, subj, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, paper, papers, NOUN, which, null, Document),  DEntity(X2, author, authors, NOUN, the, null, Person),  DEntity(X3, Adrian Freed, Adrian, PROPN, null, null, Person),  DEntity(X4, write, write, VERB, null, null, Create),  DEntity(X5, null, null, null, null, null, Query),  DEntity(X6, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, paper, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Jess Rowland, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Adrian Freed, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, write, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obj, X1, propriedades= [create_what] --- []),  DCondition(X4, subj, X2, propriedades= [who_create] --- []),  DCondition(X4, subj, X3, propriedades= [who_create] --- []),  DCondition(X5, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_name, which, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, obj, X1, propriedades= [select] --- []),  DCondition(X5, subj, X6, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 20  numEntitiesNOk = 0  numClassesOk = 3]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"J. Rowland”,"i")). ?person2 dblp:creatorName ?personName2 . filter (regex(?personName1,"Adrian Freed","i")). ?document1 dblp:authoredBy ?person1 . ?document1 dblp:authoredBy ?person2 . } 	4	TC12	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/4922> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/88/2117> }" }
83	Q0108	MULTI_FACT	 "Which papers did Ralf Bill publish in AGIT Journal?" 	DEntity(X1, paper, papers, NOUN, which, 2, null),  DEntity(X2, Ralf Bill, Bill, PROPN, null, 5, null),  DEntity(X3, publish, publish, VERB, null, 6, null),  DEntity(X4, AGIT Journal, Journal, PROPN, null, 9, null)],  dConditions=[ DCondition(X1, has_text, paper, propriedades= [] --- []),  DCondition(X2, has_name, Ralf Bill, propriedades= [] --- []),  DCondition(X3, has_text, publish, propriedades= [] --- []),  DCondition(X4, has_name, AGIT Journal, propriedades= [] --- []),  DCondition(X3, obj, X1, propriedades= [] --- []),  DCondition(X3, subj, X2, propriedades= [] --- []),  DCondition(X3, obl_in, X4, propriedades= [] --- [])]	dEntities=[ DEntity(X1, paper, papers, NOUN, which, null, Document),  DEntity(X2, Ralf Bill, Bill, PROPN, null, null, Person),  DEntity(X3, publish, publish, VERB, null, null, Create),  DEntity(X4, AGIT Journal, Journal, PROPN, null, null, ConceptDocument),  DEntity(X5, null, null, null, null, null, Query),  DEntity(X6, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, paper, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Ralf Bill, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_text, publish, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, AGIT Journal, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [create_what] --- []),  DCondition(X3, subj, X2, propriedades= [who_create] --- []),  DCondition(X3, obl_in, X4, propriedades= [create_in] --- []),  DCondition(X5, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_name, which, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, obj, X1, propriedades= [select] --- []),  DCondition(X5, subj, X6, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 20  numEntitiesNOk = 0  numClassesOk = 2]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Ralf Bill","i")). ?document1 dblp:authoredBy ?person1 . ?document1 ?prop1 ?conceptDocument1 . filter (regex(?prop,"publish","i")). filter (regex(?conceptDocument1,"AGIT Journal","i")).  } 	4	TC13	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/99/3431> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'AGIT Journal' }" }
84	Q0116	MULTI_FACT	 "What publications did Kin Hong Wong publish in Int. J. Robotics Autom.?" 	DEntity(X1, publication, publications, NOUN, what, 2, null),  DEntity(X2, Hong Kin Wong, Kin, PROPN, null, 4, null),  DEntity(X3, publish, publish, VERB, null, 7, null),  DEntity(X4, Robotics Int. J. Autom, Autom, PROPN, null, 12, null)],  dConditions=[ DCondition(X1, has_text, publication, propriedades= [] --- []),  DCondition(X2, has_name, Hong Kin Wong, propriedades= [] --- []),  DCondition(X3, has_text, publish, propriedades= [] --- []),  DCondition(X4, has_name, Robotics Int. J. Autom, propriedades= [] --- []),  DCondition(X3, obj, X1, propriedades= [] --- []),  DCondition(X3, subj, X2, propriedades= [] --- []),  DCondition(X3, obl_in, X4, propriedades= [] --- [])]	dEntities=[ DEntity(X1, publication, publications, NOUN, what, null, Document),  DEntity(X2, Hong Kin Wong, Kin, PROPN, null, null, Person),  DEntity(X3, publish, publish, VERB, null, null, Create),  DEntity(X4, Robotics Int. J. Autom, Autom, PROPN, null, null, Date),  DEntity(X5, null, null, null, null, null, Query),  DEntity(X6, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, publication, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Hong Kin Wong, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_text, publish, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, Robotics Int. J. Autom, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [create_what] --- []),  DCondition(X3, subj, X2, propriedades= [who_create] --- []),  DCondition(X3, obl_in, X4, propriedades= [action_date] --- []),  DCondition(X5, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_name, what, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, obj, X1, propriedades= [select] --- []),  DCondition(X5, subj, X6, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 20  numEntitiesNOk = 0  numClassesOk = 1]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Kin Hong Wong","i")). ?document1 dblp:authoredBy ?person1 . ?document1 ?prop1 ?conceptDocument1 . filter (regex(?prop,"publish","i")). filter (regex(?conceptDocument1,"Robotics J. Int. Autom.","i")).  } 	4	TC13	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/2362> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Robotics Autom.' }" }
85	Q0132	MULTI_FACT	 "In Comput. Commun. Rev., which papers did C. F. Broomfield publish?" 	dEntities=[ DEntity(X1, Comput. Commun. Rev., Comput., PROPN, null, 2, null),  DEntity(X2, paper, papers, NOUN, which, 5, null),  DEntity(X3, C. F. Broomfield, Broomfield, PROPN, null, 9, null),  DEntity(X4, publish, publish, VERB, null, 10, null)],  dConditions=[ DCondition(X1, has_name, Comput. Commun. Rev., propriedades= [] --- []),  DCondition(X2, has_text, paper, propriedades= [] --- []),  DCondition(X3, has_name, C. F. Broomfield, propriedades= [] --- []),  DCondition(X4, has_text, publish, propriedades= [] --- []),  DCondition(X4, obl_in, X1, propriedades= [] --- []),  DCondition(X4, obj, X2, propriedades= [] --- []),  DCondition(X4, subj, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, Comput. Commun. Rev., Comput., PROPN, null, null, ConceptDocument),  DEntity(X2, paper, papers, NOUN, which, null, Document),  DEntity(X3, C. F. Broomfield, Broomfield, PROPN, null, null, Person),  DEntity(X4, publish, publish, VERB, null, null, Create),  DEntity(X5, null, null, null, null, null, Query),  DEntity(X6, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_name, Comput. Commun. Rev., propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, paper, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, C. F. Broomfield, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, publish, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obl_in, X1, propriedades= [create_in] --- []),  DCondition(X4, obj, X2, propriedades= [create_what] --- []),  DCondition(X4, subj, X3, propriedades= [who_create] --- []),  DCondition(X5, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_name, which, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, obj, X2, propriedades= [select] --- []),  DCondition(X5, subj, X6, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1  numPropsOk = 20  numEntitiesNOk = 0  numClassesOk = 2	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"C. F. Broomfield","i")). ?document1 dblp:authoredBy ?person1 . ?document1 ?prop1 ?conceptDocument1 . filter (regex(?prop,"publish","i")). filter (regex(?conceptDocument1,"Comput. Commun. Rev.","i")). } 	4	TC13	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/5335> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Comput. Commun. Rev.' }" }
86	Q0104	MULTI_FACT	 "List the co-authors of Shalini C.." 	dEntities=[ DEntity(X1, list, List, VERB, null, 1, null),  DEntity(X2, co-author, co-authors, NOUN, the, 3, null),  DEntity(X3, Shalini C., Shalini, PROPN, null, 5, null)],  dConditions=[ DCondition(X1, has_text, list, propriedades= [] --- []),  DCondition(X2, has_text, co-author, propriedades= [] --- []),  DCondition(X3, has_name, Shalini C., propriedades= [] --- []),  DCondition(X1, obj, X2, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, list, List, VERB, null, null, Query),  DEntity(X2, co-author, co-authors, NOUN, the, null, Create),  DEntity(X3, Shalini C., Shalini, PROPN, null, null, Person),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, list, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, co-author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Shalini C., propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, obj, X2, propriedades= [select] --- []),  DCondition(X2, of, X3, propriedades= [who_create] --- []),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, null, propriedades= [] --- []),  DCondition(X1, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 4  numEntitiesNOk = 0  numClassesOk = 2]]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Shalini C.”,"i")). ?document1 dblp:authoredBy ?person1 . ?document1 dblp:authoredBy> ?answer . filter(?answer != ?person1) } 	4	TC14	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/7554> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/72/7554>) }" }
87	Q0106	MULTI_FACT	 "Who are the co-authors of A. P. Felty?" 	dEntities=[ DEntity(X1, co-author, co-authors, NOUN, the, 4, null),  DEntity(X2, A. P. Felty, A., PROPN, null, 6, null)],  dConditions=[ DCondition(X1, has_text, co-author, propriedades= [] --- []),  DCondition(X2, has_name, A. P. Felty, propriedades= [] --- []),  DCondition(X1, who, true, propriedades= [] --- []),  DCondition(X1, of, X2, propriedades= [] --- [])]	dEntities=[ DEntity(X1, co-author, co-authors, NOUN, the, null, Create),  DEntity(X2, A. P. Felty, A., PROPN, null, null, Person),  DEntity(X3, null, null, null, null, null, Query),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, co-author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, A. P. Felty, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, who, true, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, of, X2, propriedades= [who_create] --- []),  DCondition(X3, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, the, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [select] --- []),  DCondition(X3, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 8  numEntitiesNOk = 0  numClassesOk = 1]]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"A. P. Felty”,"i")). ?document1 dblp:authoredBy ?person1 . ?document1 dblp:authoredBy> ?answer . filter(?answer != ?person1) } 	4	TC14	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/f/AmyPFelty> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/f/AmyPFelty>) }" }
88	Q0113	MULTI_FACT	 "Mention the co-authors of Thevenaz, L.." 	dEntities=[ DEntity(X1, mention, Mention, VERB, null, 1, null),  DEntity(X2, author, authors, NOUN, the, 3, null),  DEntity(X3, Thevenaz L., Thevenaz, PROPN, null, 5, null)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- []),  DCondition(X2, has_text, author, propriedades= [] --- []),  DCondition(X3, has_name, Thevenaz L., propriedades= [] --- []),  DCondition(X1, obj, X2, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, mention, Mention, VERB, null, null, Query),  DEntity(X2, author, authors, NOUN, the, null, Create),  DEntity(X3, Thevenaz L., Thevenaz, PROPN, null, null, Person),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Thevenaz L., propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, obj, X2, propriedades= [select] --- []),  DCondition(X2, of, X3, propriedades= [who_create] --- []),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, null, propriedades= [] --- []),  DCondition(X1, subj, X4, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 4  numEntitiesNOk = 0  numClassesOk = 2]]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Thevenaz L.”,"i")). ?document1 dblp:authoredBy ?person1 . ?document1 dblp:authoredBy> ?answer . filter(?answer != ?person1) } 	4	TC14	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/265/7061> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/265/7061>) }" }
89	Q0143	MULTI_FACT	 "Mention the co-authors of Li, Xueming." 	DEntity(X1, mention, Mention, VERB, null, 1, null),  DEntity(X2, co-author, co-authors, NOUN, the, 3, null),  DEntity(X3, Xueming Li, Li, PROPN, null, 5, null)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- []),  DCondition(X2, has_text, co-author, propriedades= [] --- []),  DCondition(X3, has_name, Xueming Li, propriedades= [] --- []),  DCondition(X1, obj, X2, propriedades= [] --- []),  DCondition(X2, of, X3, propriedades= [] --- [])]	DEntity(X1, mention, Mention, VERB, null, null, Query),  DEntity(X2, co-author, co-authors, NOUN, the, null, Create),  DEntity(X3, Xueming Li, Li, PROPN, null, null, Person),  DEntity(X4, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, mention, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, co-author, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Xueming Li, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, obj, X2, propriedades= [select] --- []),  DCondition(X2, of, X3, propriedades= [who_create] --- []),  DCondition(X4, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_name, null, propriedades= [] --- []),  DCondition(X1, subj, X4, propriedades= [qQualifier] --- [])]	SELECT ?document1 WHERE { ?person1 dblp:creatorName ?personName1 . filter (regex(?personName1,"Xueming Li”,"i")). ?document1 dblp:authoredBy ?person1 . ?document1 dblp:authoredBy> ?answer . filter(?answer != ?person1) } 	4	TC14	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/67/2097> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/67/2097>) }" }
90	Q0107	MULTI_FACT	 "In the last 8 years, which papers did Shaoxiong Ji publish?" 	dEntities=[ DEntity(X1, year, years, NOUN, the, 5, null),  DEntity(X2, paper, papers, NOUN, which, 8, null),  DEntity(X3, Shaoxiong Ji, Ji, PROPN, null, 11, null),  DEntity(X4, publish, publish, VERB, null, 12, null)],  dConditions=[ DCondition(X1, has_text, year, propriedades= [] --- []),  DCondition(X2, has_text, paper, propriedades= [] --- []),  DCondition(X3, has_name, Shaoxiong Ji, propriedades= [] --- []),  DCondition(X4, has_text, publish, propriedades= [] --- []),  DCondition(X1, mod, last, propriedades= [] --- []),  DCondition(X1, number, 8, propriedades= [] --- []),  DCondition(X4, obl_in, X1, propriedades= [] --- []),  DCondition(X4, obj, X2, propriedades= [] --- []),  DCondition(X4, subj, X3, propriedades= [] --- [])]	dEntities=[ DEntity(X1, year, years, NOUN, the, null, Date),  DEntity(X2, paper, papers, NOUN, which, null, Document),  DEntity(X3, Shaoxiong Ji, Ji, PROPN, null, null, Person),  DEntity(X4, publish, publish, VERB, null, null, Create),  DEntity(X5, null, null, null, null, null, Query),  DEntity(X6, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, year, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_text, paper, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_name, Shaoxiong Ji, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, publish, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, mod, last, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X1, number, 8, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, obl_in, X1, propriedades= [action_date] --- []),  DCondition(X4, obj, X2, propriedades= [create_what] --- []),  DCondition(X4, subj, X3, propriedades= [who_create] --- []),  DCondition(X5, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_name, which, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, obj, X2, propriedades= [select] --- []),  DCondition(X5, subj, X6, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 20  numEntitiesNOk = 0  numClassesOk = 3]	SELECT  ?document WHERE {  ?document dblp:authoredBy ?creator .  ?creator dblp:creatorName ?creatorName . filter (regex(?creatorName,"Shaoxiong Ji","i")). ?document dblp:yearOfPublication ?year. filter (?year > year(now()) -8).  } 	4	TC15	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/227/0291> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) }" }
91	Q0139	MULTI_FACT	 "Which papers did Changcheng Huang publish in the last 8 years?" 	dEntities=[ DEntity(X1, paper, papers, NOUN, which, 2, null),  DEntity(X2, Changcheng Huang, Changcheng, PROPN, null, 4, null),  DEntity(X3, publish, publish, VERB, null, 6, null),  DEntity(X4, year, years, NOUN, the, 11, null)],  dConditions=[ DCondition(X1, has_text, paper, propriedades= [] --- []),  DCondition(X2, has_name, Changcheng Huang, propriedades= [] --- []),  DCondition(X3, has_text, publish, propriedades= [] --- []),  DCondition(X4, has_text, year, propriedades= [] --- []),  DCondition(X3, obj, X1, propriedades= [] --- []),  DCondition(X3, subj, X2, propriedades= [] --- []),  DCondition(X4, mod, last, propriedades= [] --- []),  DCondition(X4, number, 8, propriedades= [] --- []),  DCondition(X3, obl_in, X4, propriedades= [] --- [])] 	dEntities=[ DEntity(X1, paper, papers, NOUN, which, null, Document),  DEntity(X2, Changcheng Huang, Changcheng, PROPN, null, null, Person),  DEntity(X3, publish, publish, VERB, null, null, Create),  DEntity(X4, year, years, NOUN, the, null, Date),  DEntity(X5, null, null, null, null, null, Query),  DEntity(X6, null, null, null, null, null, Qualifier)],  dConditions=[ DCondition(X1, has_text, paper, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X2, has_name, Changcheng Huang, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, has_text, publish, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, has_text, year, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obj, X1, propriedades= [create_what] --- []),  DCondition(X3, subj, X2, propriedades= [who_create] --- []),  DCondition(X4, mod, last, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X4, number, 8, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X3, obl_in, X4, propriedades= [action_date] --- []),  DCondition(X5, has_text, Query, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_text, Qualifier, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X6, has_name, which, propriedades= [] --- [which, has_name, has_text, who, what]),  DCondition(X5, obj, X1, propriedades= [select] --- []),  DCondition(X5, subj, X6, propriedades= [qQualifier] --- [])]  numEntitiesOk = 1   numPropsOk = 20  numEntitiesNOk = 0  numClassesOk = 3]	SELECT  ?document WHERE {  ?document dblp:authoredBy ?creator .  ?creator dblp:creatorName ?creatorName . filter (regex(?creatorName,"Changcheng Huang","i")). ?document dblp:yearOfPublication ?year. filter (?year > year(now()) -8).  } 	4	TC15	{ "sparql": "SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/75/2652> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) }" }
